'Elapsed time','MLII','V1'
'27:01.122',-0.450,-0.050
'27:01.125',-0.435,-0.035
'27:01.128',-0.425,-0.035
'27:01.131',-0.425,-0.045
'27:01.133',-0.440,-0.055
'27:01.136',-0.455,-0.055
'27:01.139',-0.465,-0.055
'27:01.142',-0.450,-0.040
'27:01.144',-0.445,-0.030
'27:01.147',-0.445,-0.030
'27:01.150',-0.455,-0.045
'27:01.153',-0.470,-0.050
'27:01.156',-0.470,-0.040
'27:01.158',-0.455,-0.040
'27:01.161',-0.440,-0.035
'27:01.164',-0.460,-0.040
'27:01.167',-0.475,-0.040
'27:01.169',-0.480,-0.050
'27:01.172',-0.480,-0.040
'27:01.175',-0.470,-0.030
'27:01.178',-0.460,-0.015
'27:01.181',-0.460,-0.030
'27:01.183',-0.475,-0.055
'27:01.186',-0.475,-0.050
'27:01.189',-0.480,-0.050
'27:01.192',-0.485,-0.025
'27:01.194',-0.475,-0.015
'27:01.197',-0.470,-0.030
'27:01.200',-0.475,-0.040
'27:01.203',-0.475,-0.045
'27:01.206',-0.495,-0.035
'27:01.208',-0.470,-0.020
'27:01.211',-0.460,-0.010
'27:01.214',-0.465,-0.015
'27:01.217',-0.470,-0.010
'27:01.219',-0.485,-0.010
'27:01.222',-0.490,-0.010
'27:01.225',-0.485,0.010
'27:01.228',-0.475,0.005
'27:01.231',-0.475,0.005
'27:01.233',-0.475,0.000
'27:01.236',-0.475,-0.020
'27:01.239',-0.485,-0.005
'27:01.242',-0.470,0.005
'27:01.244',-0.460,0.010
'27:01.247',-0.470,0.005
'27:01.250',-0.470,-0.015
'27:01.253',-0.475,-0.020
'27:01.256',-0.480,-0.020
'27:01.258',-0.465,-0.020
'27:01.261',-0.460,-0.035
'27:01.264',-0.455,-0.045
'27:01.267',-0.460,-0.070
'27:01.269',-0.465,-0.055
'27:01.272',-0.470,-0.055
'27:01.275',-0.455,-0.060
'27:01.278',-0.450,-0.060
'27:01.281',-0.445,-0.065
'27:01.283',-0.440,-0.055
'27:01.286',-0.440,-0.065
'27:01.289',-0.450,-0.055
'27:01.292',-0.430,-0.045
'27:01.294',-0.420,-0.045
'27:01.297',-0.420,-0.045
'27:01.300',-0.415,-0.055
'27:01.303',-0.415,-0.065
'27:01.306',-0.405,-0.045
'27:01.308',-0.385,-0.050
'27:01.311',-0.380,-0.040
'27:01.314',-0.380,-0.045
'27:01.317',-0.370,-0.050
'27:01.319',-0.365,-0.050
'27:01.322',-0.345,-0.055
'27:01.325',-0.335,-0.035
'27:01.328',-0.320,-0.035
'27:01.331',-0.310,-0.040
'27:01.333',-0.305,-0.045
'27:01.336',-0.310,-0.050
'27:01.339',-0.305,-0.050
'27:01.342',-0.280,-0.035
'27:01.344',-0.255,-0.040
'27:01.347',-0.245,-0.030
'27:01.350',-0.250,-0.045
'27:01.353',-0.245,-0.050
'27:01.356',-0.240,-0.050
'27:01.358',-0.205,-0.050
'27:01.361',-0.190,-0.040
'27:01.364',-0.190,-0.035
'27:01.367',-0.170,-0.030
'27:01.369',-0.180,-0.045
'27:01.372',-0.180,-0.025
'27:01.375',-0.170,-0.025
'27:01.378',-0.135,-0.005
'27:01.381',-0.135,-0.020
'27:01.383',-0.140,-0.025
'27:01.386',-0.145,-0.035
'27:01.389',-0.150,-0.015
'27:01.392',-0.135,0.000
'27:01.394',-0.130,-0.005
'27:01.397',-0.135,-0.005
'27:01.400',-0.145,-0.020
'27:01.403',-0.160,-0.020
'27:01.406',-0.175,-0.005
'27:01.408',-0.175,0.000
'27:01.411',-0.190,0.000
'27:01.414',-0.200,-0.005
'27:01.417',-0.210,-0.020
'27:01.419',-0.220,-0.040
'27:01.422',-0.240,-0.045
'27:01.425',-0.260,-0.045
'27:01.428',-0.255,-0.050
'27:01.431',-0.265,-0.040
'27:01.433',-0.290,-0.060
'27:01.436',-0.325,-0.055
'27:01.439',-0.330,-0.055
'27:01.442',-0.335,-0.035
'27:01.444',-0.330,-0.040
'27:01.447',-0.350,-0.035
'27:01.450',-0.345,-0.050
'27:01.453',-0.370,-0.065
'27:01.456',-0.370,-0.050
'27:01.458',-0.375,-0.050
'27:01.461',-0.370,-0.040
'27:01.464',-0.380,-0.045
'27:01.467',-0.390,-0.055
'27:01.469',-0.410,-0.055
'27:01.472',-0.405,-0.045
'27:01.475',-0.395,-0.040
'27:01.478',-0.395,-0.030
'27:01.481',-0.410,-0.050
'27:01.483',-0.415,-0.050
'27:01.486',-0.425,-0.050
'27:01.489',-0.420,-0.040
'27:01.492',-0.420,-0.030
'27:01.494',-0.405,-0.030
'27:01.497',-0.425,-0.035
'27:01.500',-0.425,-0.040
'27:01.503',-0.435,-0.050
'27:01.506',-0.435,-0.050
'27:01.508',-0.430,-0.030
'27:01.511',-0.430,-0.025
'27:01.514',-0.430,-0.030
'27:01.517',-0.430,-0.040
'27:01.519',-0.435,-0.050
'27:01.522',-0.440,-0.040
'27:01.525',-0.425,-0.020
'27:01.528',-0.410,-0.020
'27:01.531',-0.425,-0.020
'27:01.533',-0.425,-0.020
'27:01.536',-0.435,-0.020
'27:01.539',-0.430,0.000
'27:01.542',-0.420,0.000
'27:01.544',-0.410,0.015
'27:01.547',-0.400,0.010
'27:01.550',-0.410,0.000
'27:01.553',-0.435,-0.015
'27:01.556',-0.435,-0.015
'27:01.558',-0.405,0.005
'27:01.561',-0.415,0.005
'27:01.564',-0.405,0.005
'27:01.567',-0.410,-0.010
'27:01.569',-0.415,-0.005
'27:01.572',-0.415,-0.015
'27:01.575',-0.410,-0.015
'27:01.578',-0.395,-0.020
'27:01.581',-0.405,-0.035
'27:01.583',-0.405,-0.055
'27:01.586',-0.410,-0.065
'27:01.589',-0.405,-0.065
'27:01.592',-0.405,-0.050
'27:01.594',-0.400,-0.045
'27:01.597',-0.395,-0.050
'27:01.600',-0.400,-0.055
'27:01.603',-0.415,-0.070
'27:01.606',-0.405,-0.055
'27:01.608',-0.405,-0.055
'27:01.611',-0.400,-0.040
'27:01.614',-0.395,-0.050
'27:01.617',-0.405,-0.055
'27:01.619',-0.415,-0.065
'27:01.622',-0.425,-0.050
'27:01.625',-0.405,-0.045
'27:01.628',-0.405,-0.050
'27:01.631',-0.405,-0.035
'27:01.633',-0.410,-0.050
'27:01.636',-0.415,-0.060
'27:01.639',-0.415,-0.050
'27:01.642',-0.415,-0.045
'27:01.644',-0.400,-0.040
'27:01.647',-0.395,-0.045
'27:01.650',-0.415,-0.050
'27:01.653',-0.425,-0.055
'27:01.656',-0.420,-0.050
'27:01.658',-0.410,-0.045
'27:01.661',-0.400,-0.040
'27:01.664',-0.410,-0.045
'27:01.667',-0.420,-0.045
'27:01.669',-0.425,-0.050
'27:01.672',-0.425,-0.045
'27:01.675',-0.410,-0.035
'27:01.678',-0.405,-0.025
'27:01.681',-0.410,-0.035
'27:01.683',-0.420,-0.025
'27:01.686',-0.430,-0.045
'27:01.689',-0.425,-0.020
'27:01.692',-0.415,-0.005
'27:01.694',-0.400,0.000
'27:01.697',-0.395,-0.005
'27:01.700',-0.405,-0.005
'27:01.703',-0.420,-0.010
'27:01.706',-0.425,-0.015
'27:01.708',-0.405,-0.005
'27:01.711',-0.400,0.000
'27:01.714',-0.405,0.000
'27:01.717',-0.405,-0.010
'27:01.719',-0.425,-0.020
'27:01.722',-0.425,-0.015
'27:01.725',-0.415,0.000
'27:01.728',-0.410,-0.035
'27:01.731',-0.410,-0.035
'27:01.733',-0.410,-0.060
'27:01.736',-0.430,-0.070
'27:01.739',-0.430,-0.070
'27:01.742',-0.400,-0.065
'27:01.744',-0.415,-0.045
'27:01.747',-0.405,-0.065
'27:01.750',-0.410,-0.065
'27:01.753',-0.430,-0.090
'27:01.756',-0.425,-0.070
'27:01.758',-0.410,-0.055
'27:01.761',-0.400,-0.060
'27:01.764',-0.415,-0.055
'27:01.767',-0.410,-0.065
'27:01.769',-0.410,-0.070
'27:01.772',-0.425,-0.065
'27:01.775',-0.420,-0.055
'27:01.778',-0.395,-0.050
'27:01.781',-0.400,-0.050
'27:01.783',-0.410,-0.055
'27:01.786',-0.415,-0.055
'27:01.789',-0.425,-0.060
'27:01.792',-0.420,-0.045
'27:01.794',-0.400,-0.035
'27:01.797',-0.410,-0.045
'27:01.800',-0.410,-0.050
'27:01.803',-0.430,-0.065
'27:01.806',-0.410,-0.040
'27:01.808',-0.405,-0.050
'27:01.811',-0.395,-0.045
'27:01.814',-0.385,-0.050
'27:01.817',-0.410,-0.060
'27:01.819',-0.425,-0.060
'27:01.822',-0.415,-0.060
'27:01.825',-0.410,-0.050
'27:01.828',-0.395,-0.040
'27:01.831',-0.390,-0.030
'27:01.833',-0.405,-0.045
'27:01.836',-0.405,-0.045
'27:01.839',-0.410,-0.035
'27:01.842',-0.400,-0.015
'27:01.844',-0.395,-0.015
'27:01.847',-0.400,-0.010
'27:01.850',-0.405,-0.020
'27:01.853',-0.415,-0.020
'27:01.856',-0.410,-0.015
'27:01.858',-0.395,-0.015
'27:01.861',-0.390,-0.005
'27:01.864',-0.395,-0.010
'27:01.867',-0.395,-0.025
'27:01.869',-0.405,-0.030
'27:01.872',-0.400,-0.015
'27:01.875',-0.395,-0.010
'27:01.878',-0.385,-0.010
'27:01.881',-0.385,-0.015
'27:01.883',-0.370,-0.025
'27:01.886',-0.380,-0.060
'27:01.889',-0.375,-0.060
'27:01.892',-0.360,-0.055
'27:01.894',-0.345,-0.040
'27:01.897',-0.345,-0.050
'27:01.900',-0.345,-0.070
'27:01.903',-0.340,-0.070
'27:01.906',-0.350,-0.055
'27:01.908',-0.340,-0.055
'27:01.911',-0.330,-0.060
'27:01.914',-0.335,-0.045
'27:01.917',-0.335,-0.070
'27:01.919',-0.320,-0.085
'27:01.922',-0.290,-0.065
'27:01.925',-0.260,-0.045
'27:01.928',-0.235,-0.055
'27:01.931',-0.240,-0.055
'27:01.933',-0.255,-0.065
'27:01.936',-0.280,-0.075
'27:01.939',-0.290,-0.065
'27:01.942',-0.290,-0.070
'27:01.944',-0.290,-0.065
'27:01.947',-0.285,-0.070
'27:01.950',-0.290,-0.070
'27:01.953',-0.310,-0.080
'27:01.956',-0.310,-0.070
'27:01.958',-0.305,-0.065
'27:01.961',-0.305,-0.060
'27:01.964',-0.320,-0.070
'27:01.967',-0.325,-0.075
'27:01.969',-0.325,-0.080
'27:01.972',-0.340,-0.080
'27:01.975',-0.350,-0.070
'27:01.978',-0.365,-0.055
'27:01.981',-0.380,-0.065
'27:01.983',-0.395,-0.070
'27:01.986',-0.405,-0.075
'27:01.989',-0.410,-0.065
'27:01.992',-0.405,-0.045
'27:01.994',-0.405,-0.030
'27:01.997',-0.395,-0.030
'27:02.000',-0.405,-0.035
'27:02.003',-0.410,-0.040
'27:02.006',-0.410,-0.035
'27:02.008',-0.405,-0.020
'27:02.011',-0.405,-0.020
'27:02.014',-0.410,-0.030
'27:02.017',-0.405,-0.025
'27:02.019',-0.415,-0.035
'27:02.022',-0.425,-0.025
'27:02.025',-0.410,-0.015
'27:02.028',-0.400,-0.015
'27:02.031',-0.405,-0.005
'27:02.033',-0.410,-0.025
'27:02.036',-0.410,-0.040
'27:02.039',-0.410,-0.045
'27:02.042',-0.400,-0.060
'27:02.044',-0.410,-0.060
'27:02.047',-0.430,-0.070
'27:02.050',-0.455,-0.080
'27:02.053',-0.510,-0.085
'27:02.056',-0.525,-0.080
'27:02.058',-0.520,-0.060
'27:02.061',-0.455,-0.065
'27:02.064',-0.330,-0.060
'27:02.067',-0.140,-0.075
'27:02.069',0.115,-0.090
'27:02.072',0.440,-0.085
'27:02.075',0.825,-0.075
'27:02.078',1.155,-0.095
'27:02.081',1.350,-0.110
'27:02.083',1.335,-0.145
'27:02.086',1.085,-0.170
'27:02.089',0.750,-0.160
'27:02.092',0.465,-0.140
'27:02.094',0.305,-0.095
'27:02.097',0.220,-0.065
'27:02.100',0.155,-0.030
'27:02.103',0.055,-0.040
'27:02.106',-0.060,-0.035
'27:02.108',-0.135,-0.035
'27:02.111',-0.170,-0.050
'27:02.114',-0.215,-0.040
'27:02.117',-0.280,-0.055
'27:02.119',-0.325,-0.065
'27:02.122',-0.365,-0.065
'27:02.125',-0.395,-0.045
'27:02.128',-0.410,-0.055
'27:02.131',-0.435,-0.055
'27:02.133',-0.450,-0.065
'27:02.136',-0.450,-0.080
'27:02.139',-0.455,-0.070
'27:02.142',-0.450,-0.050
'27:02.144',-0.455,-0.055
'27:02.147',-0.455,-0.050
'27:02.150',-0.465,-0.050
'27:02.153',-0.475,-0.040
'27:02.156',-0.485,-0.040
'27:02.158',-0.460,-0.020
'27:02.161',-0.465,-0.020
'27:02.164',-0.475,-0.015
'27:02.167',-0.480,-0.020
'27:02.169',-0.485,-0.035
'27:02.172',-0.495,-0.025
'27:02.175',-0.475,-0.020
'27:02.178',-0.475,-0.020
'27:02.181',-0.480,-0.020
'27:02.183',-0.480,-0.035
'27:02.186',-0.485,-0.040
'27:02.189',-0.490,-0.040
'27:02.192',-0.470,-0.025
'27:02.194',-0.460,-0.040
'27:02.197',-0.465,-0.055
'27:02.200',-0.470,-0.075
'27:02.203',-0.480,-0.095
'27:02.206',-0.485,-0.080
'27:02.208',-0.485,-0.070
'27:02.211',-0.465,-0.070
'27:02.214',-0.470,-0.065
'27:02.217',-0.470,-0.075
'27:02.219',-0.480,-0.075
'27:02.222',-0.485,-0.075
'27:02.225',-0.475,-0.070
'27:02.228',-0.450,-0.075
'27:02.231',-0.470,-0.070
'27:02.233',-0.470,-0.085
'27:02.236',-0.485,-0.085
'27:02.239',-0.480,-0.085
'27:02.242',-0.485,-0.070
'27:02.244',-0.480,-0.065
'27:02.247',-0.460,-0.065
'27:02.250',-0.475,-0.070
'27:02.253',-0.490,-0.080
'27:02.256',-0.485,-0.085
'27:02.258',-0.475,-0.065
'27:02.261',-0.465,-0.055
'27:02.264',-0.460,-0.060
'27:02.267',-0.470,-0.070
'27:02.269',-0.475,-0.080
'27:02.272',-0.480,-0.070
'27:02.275',-0.470,-0.075
'27:02.278',-0.455,-0.060
'27:02.281',-0.445,-0.055
'27:02.283',-0.450,-0.075
'27:02.286',-0.460,-0.080
'27:02.289',-0.455,-0.075
'27:02.292',-0.440,-0.060
'27:02.294',-0.430,-0.055
'27:02.297',-0.420,-0.065
'27:02.300',-0.445,-0.070
'27:02.303',-0.435,-0.070
'27:02.306',-0.430,-0.055
'27:02.308',-0.415,-0.040
'27:02.311',-0.395,-0.040
'27:02.314',-0.385,-0.030
'27:02.317',-0.390,-0.045
'27:02.319',-0.380,-0.040
'27:02.322',-0.370,-0.045
'27:02.325',-0.365,-0.035
'27:02.328',-0.345,-0.020
'27:02.331',-0.335,-0.025
'27:02.333',-0.335,-0.030
'27:02.336',-0.335,-0.040
'27:02.339',-0.325,-0.030
'27:02.342',-0.310,-0.015
'27:02.344',-0.275,-0.030
'27:02.347',-0.260,-0.035
'27:02.350',-0.270,-0.040
'27:02.353',-0.265,-0.055
'27:02.356',-0.260,-0.065
'27:02.358',-0.240,-0.070
'27:02.361',-0.225,-0.070
'27:02.364',-0.210,-0.080
'27:02.367',-0.190,-0.100
'27:02.369',-0.195,-0.095
'27:02.372',-0.185,-0.095
'27:02.375',-0.170,-0.080
'27:02.378',-0.160,-0.085
'27:02.381',-0.150,-0.090
'27:02.383',-0.160,-0.090
'27:02.386',-0.150,-0.095
'27:02.389',-0.160,-0.090
'27:02.392',-0.130,-0.085
'27:02.394',-0.115,-0.085
'27:02.397',-0.115,-0.080
'27:02.400',-0.130,-0.095
'27:02.403',-0.130,-0.095
'27:02.406',-0.130,-0.105
'27:02.408',-0.140,-0.090
'27:02.411',-0.145,-0.080
'27:02.414',-0.160,-0.100
'27:02.417',-0.165,-0.105
'27:02.419',-0.185,-0.105
'27:02.422',-0.195,-0.090
'27:02.425',-0.195,-0.090
'27:02.428',-0.190,-0.080
'27:02.431',-0.200,-0.075
'27:02.433',-0.215,-0.095
'27:02.436',-0.245,-0.105
'27:02.439',-0.275,-0.095
'27:02.442',-0.290,-0.070
'27:02.444',-0.280,-0.075
'27:02.447',-0.285,-0.075
'27:02.450',-0.305,-0.075
'27:02.453',-0.315,-0.085
'27:02.456',-0.320,-0.075
'27:02.458',-0.325,-0.050
'27:02.461',-0.335,-0.055
'27:02.464',-0.340,-0.055
'27:02.467',-0.335,-0.055
'27:02.469',-0.345,-0.055
'27:02.472',-0.345,-0.040
'27:02.475',-0.350,-0.025
'27:02.478',-0.350,-0.020
'27:02.481',-0.365,-0.015
'27:02.483',-0.355,-0.030
'27:02.486',-0.380,-0.035
'27:02.489',-0.380,-0.030
'27:02.492',-0.375,-0.030
'27:02.494',-0.365,-0.015
'27:02.497',-0.355,-0.020
'27:02.500',-0.360,-0.040
'27:02.503',-0.370,-0.050
'27:02.506',-0.380,-0.050
'27:02.508',-0.370,-0.050
'27:02.511',-0.370,-0.060
'27:02.514',-0.385,-0.065
'27:02.517',-0.400,-0.085
'27:02.519',-0.395,-0.110
'27:02.522',-0.400,-0.085
'27:02.525',-0.385,-0.065
'27:02.528',-0.380,-0.080
'27:02.531',-0.375,-0.080
'27:02.533',-0.385,-0.085
'27:02.536',-0.390,-0.095
'27:02.539',-0.385,-0.095
'27:02.542',-0.370,-0.075
'27:02.544',-0.355,-0.065
'27:02.547',-0.375,-0.080
'27:02.550',-0.385,-0.085
'27:02.553',-0.390,-0.100
'27:02.556',-0.390,-0.085
'27:02.558',-0.385,-0.080
'27:02.561',-0.375,-0.070
'27:02.564',-0.375,-0.075
'27:02.567',-0.370,-0.090
'27:02.569',-0.365,-0.090
'27:02.572',-0.360,-0.085
'27:02.575',-0.350,-0.075
'27:02.578',-0.350,-0.075
'27:02.581',-0.360,-0.080
'27:02.583',-0.355,-0.075
'27:02.586',-0.355,-0.085
'27:02.589',-0.355,-0.080
'27:02.592',-0.350,-0.065
'27:02.594',-0.330,-0.065
'27:02.597',-0.335,-0.070
'27:02.600',-0.345,-0.080
'27:02.603',-0.355,-0.060
'27:02.606',-0.340,-0.070
'27:02.608',-0.335,-0.065
'27:02.611',-0.325,-0.055
'27:02.614',-0.325,-0.065
'27:02.617',-0.325,-0.065
'27:02.619',-0.315,-0.070
'27:02.622',-0.330,-0.055
'27:02.625',-0.325,-0.035
'27:02.628',-0.325,-0.030
'27:02.631',-0.335,-0.035
'27:02.633',-0.315,-0.035
'27:02.636',-0.325,-0.045
'27:02.639',-0.325,-0.040
'27:02.642',-0.335,-0.030
'27:02.644',-0.310,-0.025
'27:02.647',-0.310,-0.030
'27:02.650',-0.315,-0.040
'27:02.653',-0.315,-0.035
'27:02.656',-0.335,-0.030
'27:02.658',-0.315,-0.025
'27:02.661',-0.305,-0.040
'27:02.664',-0.310,-0.050
'27:02.667',-0.315,-0.070
'27:02.669',-0.310,-0.075
'27:02.672',-0.315,-0.085
'27:02.675',-0.305,-0.070
'27:02.678',-0.295,-0.075
'27:02.681',-0.305,-0.080
'27:02.683',-0.320,-0.085
'27:02.686',-0.350,-0.095
'27:02.689',-0.335,-0.095
'27:02.692',-0.325,-0.085
'27:02.694',-0.305,-0.075
'27:02.697',-0.300,-0.075
'27:02.700',-0.305,-0.095
'27:02.703',-0.310,-0.100
'27:02.706',-0.335,-0.100
'27:02.708',-0.325,-0.085
'27:02.711',-0.310,-0.080
'27:02.714',-0.305,-0.085
'27:02.717',-0.300,-0.090
'27:02.719',-0.305,-0.085
'27:02.722',-0.305,-0.090
'27:02.725',-0.310,-0.075
'27:02.728',-0.300,-0.075
'27:02.731',-0.315,-0.075
'27:02.733',-0.310,-0.085
'27:02.736',-0.305,-0.100
'27:02.739',-0.310,-0.095
'27:02.742',-0.295,-0.085
'27:02.744',-0.290,-0.085
'27:02.747',-0.285,-0.085
'27:02.750',-0.295,-0.095
'27:02.753',-0.310,-0.090
'27:02.756',-0.315,-0.090
'27:02.758',-0.310,-0.075
'27:02.761',-0.300,-0.065
'27:02.764',-0.290,-0.070
'27:02.767',-0.305,-0.080
'27:02.769',-0.320,-0.085
'27:02.772',-0.325,-0.075
'27:02.775',-0.325,-0.060
'27:02.778',-0.300,-0.050
'27:02.781',-0.285,-0.055
'27:02.783',-0.310,-0.065
'27:02.786',-0.310,-0.060
'27:02.789',-0.320,-0.055
'27:02.792',-0.315,-0.050
'27:02.794',-0.305,-0.040
'27:02.797',-0.290,-0.030
'27:02.800',-0.290,-0.050
'27:02.803',-0.300,-0.055
'27:02.806',-0.315,-0.045
'27:02.808',-0.290,-0.040
'27:02.811',-0.275,-0.035
'27:02.814',-0.280,-0.035
'27:02.817',-0.300,-0.070
'27:02.819',-0.295,-0.085
'27:02.822',-0.305,-0.095
'27:02.825',-0.300,-0.080
'27:02.828',-0.295,-0.085
'27:02.831',-0.295,-0.080
'27:02.833',-0.305,-0.100
'27:02.836',-0.305,-0.105
'27:02.839',-0.305,-0.090
'27:02.842',-0.285,-0.085
'27:02.844',-0.295,-0.080
'27:02.847',-0.290,-0.090
'27:02.850',-0.295,-0.095
'27:02.853',-0.305,-0.100
'27:02.856',-0.310,-0.090
'27:02.858',-0.300,-0.080
'27:02.861',-0.285,-0.075
'27:02.864',-0.285,-0.070
'27:02.867',-0.285,-0.085
'27:02.869',-0.290,-0.090
'27:02.872',-0.295,-0.095
'27:02.875',-0.280,-0.085
'27:02.878',-0.260,-0.075
'27:02.881',-0.245,-0.090
'27:02.883',-0.250,-0.080
'27:02.886',-0.250,-0.095
'27:02.889',-0.260,-0.080
'27:02.892',-0.265,-0.070
'27:02.894',-0.245,-0.065
'27:02.897',-0.250,-0.080
'27:02.900',-0.245,-0.075
'27:02.903',-0.250,-0.085
'27:02.906',-0.240,-0.080
'27:02.908',-0.215,-0.070
'27:02.911',-0.195,-0.065
'27:02.914',-0.170,-0.070
'27:02.917',-0.170,-0.075
'27:02.919',-0.160,-0.075
'27:02.922',-0.170,-0.065
'27:02.925',-0.180,-0.045
'27:02.928',-0.195,-0.050
'27:02.931',-0.200,-0.050
'27:02.933',-0.205,-0.055
'27:02.936',-0.210,-0.065
'27:02.939',-0.220,-0.050
'27:02.942',-0.220,-0.035
'27:02.944',-0.215,-0.025
'27:02.947',-0.220,-0.035
'27:02.950',-0.225,-0.040
'27:02.953',-0.230,-0.060
'27:02.956',-0.250,-0.055
'27:02.958',-0.250,-0.045
'27:02.961',-0.230,-0.035
'27:02.964',-0.245,-0.040
'27:02.967',-0.265,-0.050
'27:02.969',-0.290,-0.045
'27:02.972',-0.310,-0.065
'27:02.975',-0.305,-0.070
'27:02.978',-0.300,-0.080
'27:02.981',-0.295,-0.095
'27:02.983',-0.320,-0.110
'27:02.986',-0.330,-0.110
'27:02.989',-0.330,-0.100
'27:02.992',-0.330,-0.095
'27:02.994',-0.310,-0.080
'27:02.997',-0.315,-0.080
'27:03.000',-0.325,-0.090
'27:03.003',-0.330,-0.105
'27:03.006',-0.340,-0.105
'27:03.008',-0.320,-0.090
'27:03.011',-0.325,-0.085
'27:03.014',-0.320,-0.085
'27:03.017',-0.330,-0.095
'27:03.019',-0.330,-0.095
'27:03.022',-0.330,-0.095
'27:03.025',-0.320,-0.095
'27:03.028',-0.305,-0.085
'27:03.031',-0.315,-0.090
'27:03.033',-0.335,-0.095
'27:03.036',-0.335,-0.100
'27:03.039',-0.360,-0.085
'27:03.042',-0.365,-0.080
'27:03.044',-0.395,-0.070
'27:03.047',-0.425,-0.080
'27:03.050',-0.435,-0.075
'27:03.053',-0.410,-0.095
'27:03.056',-0.300,-0.085
'27:03.058',-0.080,-0.080
'27:03.061',0.180,-0.065
'27:03.064',0.475,-0.070
'27:03.067',0.795,-0.090
'27:03.069',1.120,-0.110
'27:03.072',1.310,-0.125
'27:03.075',1.315,-0.140
'27:03.078',1.120,-0.145
'27:03.081',0.790,-0.135
'27:03.083',0.510,-0.130
'27:03.086',0.325,-0.105
'27:03.089',0.230,-0.040
'27:03.092',0.175,-0.010
'27:03.094',0.080,0.010
'27:03.097',-0.050,0.005
'27:03.100',-0.155,-0.020
'27:03.103',-0.170,-0.030
'27:03.106',-0.195,-0.025
'27:03.108',-0.225,-0.020
'27:03.111',-0.255,-0.020
'27:03.114',-0.295,-0.030
'27:03.117',-0.320,-0.055
'27:03.119',-0.355,-0.060
'27:03.122',-0.375,-0.050
'27:03.125',-0.390,-0.040
'27:03.128',-0.375,-0.045
'27:03.131',-0.370,-0.055
'27:03.133',-0.375,-0.080
'27:03.136',-0.390,-0.095
'27:03.139',-0.395,-0.100
'27:03.142',-0.385,-0.105
'27:03.144',-0.385,-0.100
'27:03.147',-0.400,-0.095
'27:03.150',-0.395,-0.105
'27:03.153',-0.395,-0.125
'27:03.156',-0.405,-0.105
'27:03.158',-0.390,-0.090
'27:03.161',-0.380,-0.090
'27:03.164',-0.390,-0.085
'27:03.167',-0.400,-0.095
'27:03.169',-0.405,-0.110
'27:03.172',-0.405,-0.110
'27:03.175',-0.415,-0.105
'27:03.178',-0.385,-0.090
'27:03.181',-0.395,-0.100
'27:03.183',-0.395,-0.105
'27:03.186',-0.405,-0.110
'27:03.189',-0.410,-0.110
'27:03.192',-0.410,-0.085
'27:03.194',-0.395,-0.085
'27:03.197',-0.400,-0.090
'27:03.200',-0.415,-0.110
'27:03.203',-0.425,-0.115
'27:03.206',-0.420,-0.110
'27:03.208',-0.410,-0.095
'27:03.211',-0.390,-0.080
'27:03.214',-0.395,-0.090
'27:03.217',-0.425,-0.100
'27:03.219',-0.425,-0.105
'27:03.222',-0.415,-0.095
'27:03.225',-0.405,-0.095
'27:03.228',-0.400,-0.080
'27:03.231',-0.405,-0.085
'27:03.233',-0.415,-0.095
'27:03.236',-0.415,-0.095
'27:03.239',-0.425,-0.080
'27:03.242',-0.395,-0.075
'27:03.244',-0.395,-0.065
'27:03.247',-0.400,-0.065
'27:03.250',-0.410,-0.070
'27:03.253',-0.410,-0.085
'27:03.256',-0.410,-0.065
'27:03.258',-0.405,-0.040
'27:03.261',-0.400,-0.045
'27:03.264',-0.410,-0.050
'27:03.267',-0.400,-0.060
'27:03.269',-0.410,-0.065
'27:03.272',-0.415,-0.060
'27:03.275',-0.405,-0.050
'27:03.278',-0.390,-0.045
'27:03.281',-0.380,-0.055
'27:03.283',-0.395,-0.065
'27:03.286',-0.400,-0.080
'27:03.289',-0.400,-0.085
'27:03.292',-0.385,-0.090
'27:03.294',-0.385,-0.090
'27:03.297',-0.380,-0.095
'27:03.300',-0.375,-0.125
'27:03.303',-0.370,-0.115
'27:03.306',-0.375,-0.115
'27:03.308',-0.360,-0.105
'27:03.311',-0.355,-0.105
'27:03.314',-0.345,-0.110
'27:03.317',-0.340,-0.105
'27:03.319',-0.360,-0.125
'27:03.322',-0.345,-0.120
'27:03.325',-0.320,-0.110
'27:03.328',-0.300,-0.100
'27:03.331',-0.285,-0.100
'27:03.333',-0.300,-0.125
'27:03.336',-0.305,-0.130
'27:03.339',-0.305,-0.110
'27:03.342',-0.285,-0.110
'27:03.344',-0.250,-0.105
'27:03.347',-0.240,-0.100
'27:03.350',-0.235,-0.110
'27:03.353',-0.220,-0.120
'27:03.356',-0.220,-0.110
'27:03.358',-0.200,-0.100
'27:03.361',-0.190,-0.100
'27:03.364',-0.175,-0.095
'27:03.367',-0.180,-0.110
'27:03.369',-0.170,-0.130
'27:03.372',-0.165,-0.105
'27:03.375',-0.145,-0.105
'27:03.378',-0.120,-0.105
'27:03.381',-0.120,-0.100
'27:03.383',-0.120,-0.115
'27:03.386',-0.140,-0.125
'27:03.389',-0.130,-0.115
'27:03.392',-0.120,-0.105
'27:03.394',-0.105,-0.090
'27:03.397',-0.105,-0.110
'27:03.400',-0.105,-0.110
'27:03.403',-0.120,-0.110
'27:03.406',-0.120,-0.100
'27:03.408',-0.110,-0.085
'27:03.411',-0.115,-0.080
