'Elapsed time','MLII','V1'
'9:23.158',-0.450,-0.070
'9:23.161',-0.425,-0.055
'9:23.164',-0.420,-0.060
'9:23.167',-0.430,-0.065
'9:23.169',-0.455,-0.085
'9:23.172',-0.460,-0.085
'9:23.175',-0.475,-0.075
'9:23.178',-0.460,-0.040
'9:23.181',-0.465,-0.045
'9:23.183',-0.470,-0.065
'9:23.186',-0.475,-0.065
'9:23.189',-0.485,-0.060
'9:23.192',-0.475,-0.050
'9:23.194',-0.470,-0.040
'9:23.197',-0.470,-0.055
'9:23.200',-0.485,-0.065
'9:23.203',-0.480,-0.060
'9:23.206',-0.480,-0.070
'9:23.208',-0.475,-0.045
'9:23.211',-0.475,-0.045
'9:23.214',-0.470,-0.045
'9:23.217',-0.475,-0.055
'9:23.219',-0.485,-0.065
'9:23.222',-0.490,-0.075
'9:23.225',-0.495,-0.055
'9:23.228',-0.490,-0.060
'9:23.231',-0.475,-0.065
'9:23.233',-0.485,-0.070
'9:23.236',-0.465,-0.075
'9:23.239',-0.495,-0.070
'9:23.242',-0.480,-0.075
'9:23.244',-0.480,-0.055
'9:23.247',-0.480,-0.070
'9:23.250',-0.480,-0.070
'9:23.253',-0.490,-0.075
'9:23.256',-0.495,-0.075
'9:23.258',-0.485,-0.065
'9:23.261',-0.475,-0.065
'9:23.264',-0.480,-0.055
'9:23.267',-0.480,-0.065
'9:23.269',-0.495,-0.090
'9:23.272',-0.510,-0.070
'9:23.275',-0.505,-0.065
'9:23.278',-0.480,-0.045
'9:23.281',-0.475,-0.055
'9:23.283',-0.480,-0.060
'9:23.286',-0.475,-0.065
'9:23.289',-0.485,-0.075
'9:23.292',-0.485,-0.060
'9:23.294',-0.475,-0.055
'9:23.297',-0.455,-0.055
'9:23.300',-0.470,-0.070
'9:23.303',-0.470,-0.070
'9:23.306',-0.480,-0.065
'9:23.308',-0.475,-0.055
'9:23.311',-0.480,-0.060
'9:23.314',-0.460,-0.060
'9:23.317',-0.470,-0.070
'9:23.319',-0.470,-0.065
'9:23.322',-0.495,-0.080
'9:23.325',-0.475,-0.055
'9:23.328',-0.465,-0.045
'9:23.331',-0.450,-0.050
'9:23.333',-0.460,-0.045
'9:23.336',-0.460,-0.065
'9:23.339',-0.475,-0.060
'9:23.342',-0.480,-0.040
'9:23.344',-0.460,-0.040
'9:23.347',-0.450,-0.040
'9:23.350',-0.465,-0.055
'9:23.353',-0.475,-0.060
'9:23.356',-0.480,-0.050
'9:23.358',-0.470,-0.050
'9:23.361',-0.460,-0.040
'9:23.364',-0.445,-0.055
'9:23.367',-0.450,-0.045
'9:23.369',-0.460,-0.060
'9:23.372',-0.470,-0.055
'9:23.375',-0.470,-0.060
'9:23.378',-0.455,-0.045
'9:23.381',-0.435,-0.050
'9:23.383',-0.435,-0.065
'9:23.386',-0.455,-0.080
'9:23.389',-0.460,-0.075
'9:23.392',-0.465,-0.070
'9:23.394',-0.470,-0.060
'9:23.397',-0.465,-0.065
'9:23.400',-0.455,-0.065
'9:23.403',-0.470,-0.080
'9:23.406',-0.480,-0.075
'9:23.408',-0.475,-0.080
'9:23.411',-0.470,-0.060
'9:23.414',-0.440,-0.060
'9:23.417',-0.455,-0.065
'9:23.419',-0.475,-0.075
'9:23.422',-0.490,-0.080
'9:23.425',-0.500,-0.075
'9:23.428',-0.490,-0.060
'9:23.431',-0.475,-0.065
'9:23.433',-0.470,-0.065
'9:23.436',-0.475,-0.080
'9:23.439',-0.475,-0.070
'9:23.442',-0.475,-0.055
'9:23.444',-0.450,-0.060
'9:23.447',-0.460,-0.060
'9:23.450',-0.465,-0.070
'9:23.453',-0.480,-0.070
'9:23.456',-0.500,-0.065
'9:23.458',-0.475,-0.055
'9:23.461',-0.460,-0.045
'9:23.464',-0.460,-0.055
'9:23.467',-0.455,-0.055
'9:23.469',-0.465,-0.060
'9:23.472',-0.480,-0.075
'9:23.475',-0.480,-0.065
'9:23.478',-0.475,-0.045
'9:23.481',-0.470,-0.050
'9:23.483',-0.465,-0.055
'9:23.486',-0.480,-0.055
'9:23.489',-0.485,-0.065
'9:23.492',-0.475,-0.055
'9:23.494',-0.480,-0.035
'9:23.497',-0.465,-0.055
'9:23.500',-0.465,-0.045
'9:23.503',-0.485,-0.060
'9:23.506',-0.485,-0.060
'9:23.508',-0.485,-0.055
'9:23.511',-0.475,-0.040
'9:23.514',-0.475,-0.050
'9:23.517',-0.485,-0.050
'9:23.519',-0.480,-0.070
'9:23.522',-0.500,-0.065
'9:23.525',-0.500,-0.065
'9:23.528',-0.490,-0.050
'9:23.531',-0.480,-0.060
'9:23.533',-0.485,-0.075
'9:23.536',-0.490,-0.085
'9:23.539',-0.480,-0.085
'9:23.542',-0.490,-0.080
'9:23.544',-0.485,-0.070
'9:23.547',-0.480,-0.075
'9:23.550',-0.490,-0.080
'9:23.553',-0.500,-0.085
'9:23.556',-0.500,-0.085
'9:23.558',-0.495,-0.080
'9:23.561',-0.475,-0.060
'9:23.564',-0.460,-0.075
'9:23.567',-0.455,-0.070
'9:23.569',-0.465,-0.080
'9:23.572',-0.480,-0.080
'9:23.575',-0.455,-0.075
'9:23.578',-0.430,-0.050
'9:23.581',-0.420,-0.060
'9:23.583',-0.425,-0.065
'9:23.586',-0.445,-0.065
'9:23.589',-0.455,-0.065
'9:23.592',-0.455,-0.055
'9:23.594',-0.430,-0.055
'9:23.597',-0.415,-0.055
'9:23.600',-0.425,-0.065
'9:23.603',-0.435,-0.080
'9:23.606',-0.435,-0.070
'9:23.608',-0.405,-0.075
'9:23.611',-0.400,-0.065
'9:23.614',-0.375,-0.070
'9:23.617',-0.350,-0.075
'9:23.619',-0.350,-0.070
'9:23.622',-0.345,-0.070
'9:23.625',-0.340,-0.070
'9:23.628',-0.350,-0.045
'9:23.631',-0.345,-0.050
'9:23.633',-0.360,-0.050
'9:23.636',-0.375,-0.075
'9:23.639',-0.380,-0.075
'9:23.642',-0.385,-0.065
'9:23.644',-0.390,-0.045
'9:23.647',-0.380,-0.050
'9:23.650',-0.385,-0.055
'9:23.653',-0.380,-0.070
'9:23.656',-0.405,-0.070
'9:23.658',-0.415,-0.065
'9:23.661',-0.420,-0.055
'9:23.664',-0.425,-0.065
'9:23.667',-0.425,-0.055
'9:23.669',-0.440,-0.060
'9:23.672',-0.460,-0.075
'9:23.675',-0.475,-0.065
'9:23.678',-0.475,-0.060
'9:23.681',-0.480,-0.080
'9:23.683',-0.495,-0.090
'9:23.686',-0.500,-0.095
'9:23.689',-0.520,-0.100
'9:23.692',-0.525,-0.080
'9:23.694',-0.510,-0.080
'9:23.697',-0.505,-0.070
'9:23.700',-0.505,-0.085
'9:23.703',-0.510,-0.095
'9:23.706',-0.515,-0.095
'9:23.708',-0.505,-0.085
'9:23.711',-0.510,-0.070
'9:23.714',-0.500,-0.070
'9:23.717',-0.510,-0.080
'9:23.719',-0.510,-0.080
'9:23.722',-0.535,-0.080
'9:23.725',-0.515,-0.075
'9:23.728',-0.515,-0.070
'9:23.731',-0.495,-0.070
'9:23.733',-0.510,-0.070
'9:23.736',-0.515,-0.085
'9:23.739',-0.540,-0.085
'9:23.742',-0.555,-0.080
'9:23.744',-0.570,-0.055
'9:23.747',-0.605,-0.070
'9:23.750',-0.620,-0.065
'9:23.753',-0.610,-0.075
'9:23.756',-0.555,-0.075
'9:23.758',-0.420,-0.075
'9:23.761',-0.220,-0.060
'9:23.764',0.055,-0.055
'9:23.767',0.380,-0.060
'9:23.769',0.725,-0.075
'9:23.772',1.035,-0.100
'9:23.775',1.210,-0.110
'9:23.778',1.180,-0.135
'9:23.781',0.930,-0.155
'9:23.783',0.595,-0.165
'9:23.786',0.295,-0.150
'9:23.789',0.110,-0.135
'9:23.792',0.025,-0.080
'9:23.794',0.010,-0.045
'9:23.797',-0.040,-0.035
'9:23.800',-0.110,-0.045
'9:23.803',-0.190,-0.055
'9:23.806',-0.275,-0.055
'9:23.808',-0.335,-0.050
'9:23.811',-0.400,-0.040
'9:23.814',-0.450,-0.050
'9:23.817',-0.510,-0.060
'9:23.819',-0.525,-0.060
'9:23.822',-0.555,-0.060
'9:23.825',-0.580,-0.060
'9:23.828',-0.575,-0.055
'9:23.831',-0.570,-0.060
'9:23.833',-0.565,-0.075
'9:23.836',-0.575,-0.080
'9:23.839',-0.580,-0.085
'9:23.842',-0.585,-0.090
'9:23.844',-0.575,-0.065
'9:23.847',-0.570,-0.080
'9:23.850',-0.570,-0.080
'9:23.853',-0.585,-0.075
'9:23.856',-0.595,-0.080
'9:23.858',-0.600,-0.075
'9:23.861',-0.570,-0.075
'9:23.864',-0.590,-0.070
'9:23.867',-0.590,-0.080
'9:23.869',-0.595,-0.090
'9:23.872',-0.595,-0.085
'9:23.875',-0.590,-0.075
'9:23.878',-0.585,-0.070
'9:23.881',-0.575,-0.070
'9:23.883',-0.575,-0.080
'9:23.886',-0.585,-0.095
'9:23.889',-0.600,-0.095
'9:23.892',-0.595,-0.075
'9:23.894',-0.600,-0.060
'9:23.897',-0.585,-0.065
'9:23.900',-0.580,-0.070
'9:23.903',-0.595,-0.075
'9:23.906',-0.595,-0.080
'9:23.908',-0.590,-0.090
'9:23.911',-0.585,-0.060
'9:23.914',-0.590,-0.070
'9:23.917',-0.585,-0.080
'9:23.919',-0.595,-0.075
'9:23.922',-0.590,-0.080
'9:23.925',-0.580,-0.085
'9:23.928',-0.585,-0.065
'9:23.931',-0.580,-0.065
'9:23.933',-0.590,-0.085
'9:23.936',-0.600,-0.075
'9:23.939',-0.610,-0.085
'9:23.942',-0.600,-0.080
'9:23.944',-0.585,-0.065
'9:23.947',-0.565,-0.055
'9:23.950',-0.570,-0.050
'9:23.953',-0.590,-0.065
'9:23.956',-0.600,-0.080
'9:23.958',-0.605,-0.065
'9:23.961',-0.585,-0.040
'9:23.964',-0.570,-0.060
'9:23.967',-0.570,-0.065
'9:23.969',-0.575,-0.075
'9:23.972',-0.590,-0.080
'9:23.975',-0.590,-0.060
'9:23.978',-0.570,-0.065
'9:23.981',-0.550,-0.080
'9:23.983',-0.560,-0.090
'9:23.986',-0.570,-0.100
'9:23.989',-0.580,-0.095
'9:23.992',-0.565,-0.080
'9:23.994',-0.540,-0.070
'9:23.997',-0.525,-0.080
'9:24.000',-0.520,-0.095
'9:24.003',-0.535,-0.100
'9:24.006',-0.535,-0.105
'9:24.008',-0.520,-0.085
'9:24.011',-0.525,-0.080
'9:24.014',-0.510,-0.080
'9:24.017',-0.495,-0.085
'9:24.019',-0.510,-0.100
'9:24.022',-0.495,-0.100
'9:24.025',-0.480,-0.085
'9:24.028',-0.460,-0.080
'9:24.031',-0.440,-0.080
'9:24.033',-0.430,-0.100
'9:24.036',-0.425,-0.110
'9:24.039',-0.425,-0.095
'9:24.042',-0.440,-0.075
'9:24.044',-0.415,-0.075
'9:24.047',-0.400,-0.080
'9:24.050',-0.385,-0.090
'9:24.053',-0.365,-0.090
'9:24.056',-0.360,-0.100
'9:24.058',-0.340,-0.095
'9:24.061',-0.325,-0.075
'9:24.064',-0.315,-0.095
'9:24.067',-0.315,-0.090
'9:24.069',-0.310,-0.095
'9:24.072',-0.305,-0.095
'9:24.075',-0.290,-0.090
'9:24.078',-0.280,-0.085
'9:24.081',-0.245,-0.090
'9:24.083',-0.245,-0.090
'9:24.086',-0.250,-0.100
'9:24.089',-0.265,-0.095
'9:24.092',-0.265,-0.095
'9:24.094',-0.270,-0.080
'9:24.097',-0.260,-0.085
'9:24.100',-0.255,-0.095
'9:24.103',-0.260,-0.090
'9:24.106',-0.285,-0.100
'9:24.108',-0.285,-0.090
'9:24.111',-0.285,-0.070
'9:24.114',-0.310,-0.070
'9:24.117',-0.315,-0.080
'9:24.119',-0.345,-0.095
'9:24.122',-0.370,-0.100
'9:24.125',-0.365,-0.080
'9:24.128',-0.370,-0.080
'9:24.131',-0.380,-0.095
'9:24.133',-0.400,-0.105
'9:24.136',-0.415,-0.105
'9:24.139',-0.435,-0.095
'9:24.142',-0.450,-0.100
'9:24.144',-0.445,-0.085
'9:24.147',-0.450,-0.095
'9:24.150',-0.470,-0.090
'9:24.153',-0.465,-0.100
'9:24.156',-0.470,-0.100
'9:24.158',-0.480,-0.090
'9:24.161',-0.475,-0.085
'9:24.164',-0.465,-0.095
'9:24.167',-0.480,-0.095
'9:24.169',-0.480,-0.110
'9:24.172',-0.510,-0.105
'9:24.175',-0.505,-0.085
'9:24.178',-0.490,-0.080
'9:24.181',-0.480,-0.085
'9:24.183',-0.490,-0.080
'9:24.186',-0.505,-0.095
'9:24.189',-0.520,-0.105
'9:24.192',-0.510,-0.080
'9:24.194',-0.510,-0.080
'9:24.197',-0.500,-0.085
'9:24.200',-0.505,-0.075
'9:24.203',-0.510,-0.085
'9:24.206',-0.515,-0.095
'9:24.208',-0.520,-0.085
'9:24.211',-0.510,-0.070
'9:24.214',-0.510,-0.070
'9:24.217',-0.515,-0.080
'9:24.219',-0.525,-0.080
'9:24.222',-0.540,-0.075
'9:24.225',-0.520,-0.085
'9:24.228',-0.520,-0.060
'9:24.231',-0.515,-0.065
'9:24.233',-0.510,-0.075
'9:24.236',-0.525,-0.085
'9:24.239',-0.525,-0.080
'9:24.242',-0.510,-0.070
'9:24.244',-0.505,-0.055
'9:24.247',-0.505,-0.060
'9:24.250',-0.520,-0.070
'9:24.253',-0.530,-0.080
'9:24.256',-0.525,-0.070
'9:24.258',-0.515,-0.080
'9:24.261',-0.505,-0.065
'9:24.264',-0.500,-0.065
'9:24.267',-0.505,-0.075
'9:24.269',-0.510,-0.080
'9:24.272',-0.515,-0.100
'9:24.275',-0.520,-0.095
'9:24.278',-0.495,-0.085
'9:24.281',-0.485,-0.085
'9:24.283',-0.495,-0.095
'9:24.286',-0.495,-0.110
'9:24.289',-0.505,-0.115
'9:24.292',-0.495,-0.095
'9:24.294',-0.500,-0.085
'9:24.297',-0.490,-0.090
'9:24.300',-0.490,-0.095
'9:24.303',-0.495,-0.105
'9:24.306',-0.500,-0.110
'9:24.308',-0.485,-0.090
'9:24.311',-0.480,-0.090
'9:24.314',-0.480,-0.095
'9:24.317',-0.470,-0.095
'9:24.319',-0.485,-0.095
'9:24.322',-0.495,-0.100
'9:24.325',-0.500,-0.095
'9:24.328',-0.485,-0.085
'9:24.331',-0.480,-0.090
'9:24.333',-0.485,-0.080
'9:24.336',-0.485,-0.100
'9:24.339',-0.500,-0.095
'9:24.342',-0.495,-0.095
'9:24.344',-0.480,-0.075
'9:24.347',-0.475,-0.090
'9:24.350',-0.480,-0.085
'9:24.353',-0.480,-0.100
'9:24.356',-0.485,-0.105
'9:24.358',-0.475,-0.095
'9:24.361',-0.475,-0.085
'9:24.364',-0.470,-0.090
'9:24.367',-0.475,-0.100
'9:24.369',-0.485,-0.110
'9:24.372',-0.500,-0.105
'9:24.375',-0.490,-0.110
'9:24.378',-0.470,-0.085
'9:24.381',-0.465,-0.095
'9:24.383',-0.485,-0.095
'9:24.386',-0.485,-0.100
'9:24.389',-0.495,-0.105
'9:24.392',-0.475,-0.095
'9:24.394',-0.480,-0.085
'9:24.397',-0.460,-0.095
'9:24.400',-0.460,-0.075
'9:24.403',-0.480,-0.090
'9:24.406',-0.485,-0.085
'9:24.408',-0.475,-0.085
'9:24.411',-0.475,-0.080
'9:24.414',-0.470,-0.095
'9:24.417',-0.475,-0.090
'9:24.419',-0.480,-0.105
'9:24.422',-0.485,-0.105
'9:24.425',-0.480,-0.095
'9:24.428',-0.475,-0.100
'9:24.431',-0.465,-0.100
'9:24.433',-0.465,-0.115
'9:24.436',-0.480,-0.120
'9:24.439',-0.475,-0.120
'9:24.442',-0.485,-0.105
'9:24.444',-0.470,-0.100
'9:24.447',-0.460,-0.095
'9:24.450',-0.445,-0.095
'9:24.453',-0.475,-0.110
'9:24.456',-0.480,-0.120
'9:24.458',-0.480,-0.105
'9:24.461',-0.460,-0.095
'9:24.464',-0.460,-0.095
'9:24.467',-0.455,-0.095
'9:24.469',-0.455,-0.105
'9:24.472',-0.460,-0.110
'9:24.475',-0.465,-0.100
'9:24.478',-0.460,-0.090
'9:24.481',-0.455,-0.100
'9:24.483',-0.450,-0.105
'9:24.486',-0.450,-0.115
'9:24.489',-0.470,-0.105
'9:24.492',-0.455,-0.090
'9:24.494',-0.450,-0.095
'9:24.497',-0.450,-0.105
'9:24.500',-0.440,-0.100
'9:24.503',-0.455,-0.105
'9:24.506',-0.465,-0.105
'9:24.508',-0.470,-0.095
'9:24.511',-0.460,-0.080
'9:24.514',-0.445,-0.075
'9:24.517',-0.445,-0.090
'9:24.519',-0.460,-0.110
'9:24.522',-0.460,-0.110
'9:24.525',-0.455,-0.100
'9:24.528',-0.445,-0.075
'9:24.531',-0.430,-0.080
'9:24.533',-0.440,-0.090
'9:24.536',-0.445,-0.105
'9:24.539',-0.455,-0.100
'9:24.542',-0.450,-0.095
'9:24.544',-0.430,-0.090
'9:24.547',-0.430,-0.090
'9:24.550',-0.425,-0.100
'9:24.553',-0.430,-0.115
'9:24.556',-0.440,-0.115
'9:24.558',-0.425,-0.115
'9:24.561',-0.410,-0.110
'9:24.564',-0.405,-0.115
'9:24.567',-0.395,-0.115
'9:24.569',-0.405,-0.125
'9:24.572',-0.400,-0.125
'9:24.575',-0.400,-0.120
'9:24.578',-0.385,-0.105
'9:24.581',-0.385,-0.095
'9:24.583',-0.390,-0.115
'9:24.586',-0.370,-0.130
'9:24.589',-0.375,-0.120
'9:24.592',-0.345,-0.110
'9:24.594',-0.300,-0.110
'9:24.597',-0.285,-0.100
'9:24.600',-0.290,-0.100
'9:24.603',-0.320,-0.110
'9:24.606',-0.325,-0.120
'9:24.608',-0.330,-0.125
'9:24.611',-0.330,-0.105
'9:24.614',-0.340,-0.115
'9:24.617',-0.335,-0.115
'9:24.619',-0.355,-0.130
'9:24.622',-0.365,-0.130
'9:24.625',-0.345,-0.115
'9:24.628',-0.345,-0.105
'9:24.631',-0.330,-0.105
'9:24.633',-0.340,-0.120
'9:24.636',-0.350,-0.130
'9:24.639',-0.380,-0.125
'9:24.642',-0.390,-0.110
'9:24.644',-0.385,-0.110
'9:24.647',-0.385,-0.120
'9:24.650',-0.405,-0.110
'9:24.653',-0.425,-0.125
'9:24.656',-0.440,-0.125
'9:24.658',-0.455,-0.100
'9:24.661',-0.440,-0.090
'9:24.664',-0.430,-0.085
'9:24.667',-0.425,-0.095
'9:24.669',-0.440,-0.100
'9:24.672',-0.425,-0.100
'9:24.675',-0.420,-0.095
'9:24.678',-0.410,-0.085
'9:24.681',-0.410,-0.090
'9:24.683',-0.425,-0.095
'9:24.686',-0.420,-0.105
'9:24.689',-0.420,-0.100
'9:24.692',-0.420,-0.105
'9:24.694',-0.410,-0.110
'9:24.697',-0.405,-0.100
'9:24.700',-0.420,-0.105
'9:24.703',-0.415,-0.110
'9:24.706',-0.425,-0.120
'9:24.708',-0.405,-0.110
'9:24.711',-0.420,-0.115
'9:24.714',-0.445,-0.110
'9:24.717',-0.490,-0.105
'9:24.719',-0.530,-0.120
'9:24.722',-0.525,-0.105
'9:24.725',-0.445,-0.110
'9:24.728',-0.290,-0.090
'9:24.731',-0.070,-0.090
'9:24.733',0.220,-0.105
'9:24.736',0.560,-0.115
'9:24.739',0.935,-0.135
'9:24.742',1.220,-0.140
'9:24.744',1.280,-0.160
'9:24.747',1.120,-0.185
'9:24.750',0.790,-0.215
'9:24.753',0.485,-0.215
'9:24.756',0.260,-0.170
'9:24.758',0.180,-0.130
'9:24.761',0.155,-0.080
'9:24.764',0.110,-0.075
'9:24.767',0.035,-0.090
'9:24.769',-0.040,-0.100
'9:24.772',-0.115,-0.105
'9:24.775',-0.175,-0.110
'9:24.778',-0.240,-0.095
'9:24.781',-0.305,-0.095
'9:24.783',-0.355,-0.095
'9:24.786',-0.395,-0.110
'9:24.789',-0.415,-0.100
'9:24.792',-0.425,-0.100
'9:24.794',-0.425,-0.095
'9:24.797',-0.405,-0.100
'9:24.800',-0.410,-0.100
'9:24.803',-0.420,-0.110
'9:24.806',-0.430,-0.100
'9:24.808',-0.435,-0.095
'9:24.811',-0.430,-0.075
'9:24.814',-0.420,-0.070
'9:24.817',-0.420,-0.075
'9:24.819',-0.425,-0.085
'9:24.822',-0.440,-0.090
'9:24.825',-0.440,-0.095
'9:24.828',-0.440,-0.090
'9:24.831',-0.420,-0.100
'9:24.833',-0.420,-0.095
'9:24.836',-0.425,-0.115
'9:24.839',-0.430,-0.110
'9:24.842',-0.425,-0.110
'9:24.844',-0.435,-0.100
'9:24.847',-0.425,-0.110
'9:24.850',-0.425,-0.115
'9:24.853',-0.430,-0.120
'9:24.856',-0.440,-0.115
'9:24.858',-0.435,-0.100
'9:24.861',-0.435,-0.095
'9:24.864',-0.425,-0.110
'9:24.867',-0.425,-0.110
'9:24.869',-0.430,-0.120
'9:24.872',-0.445,-0.110
'9:24.875',-0.440,-0.115
'9:24.878',-0.440,-0.100
'9:24.881',-0.430,-0.100
'9:24.883',-0.430,-0.105
'9:24.886',-0.425,-0.110
'9:24.889',-0.430,-0.115
'9:24.892',-0.445,-0.105
'9:24.894',-0.440,-0.100
'9:24.897',-0.435,-0.100
'9:24.900',-0.435,-0.100
'9:24.903',-0.435,-0.110
'9:24.906',-0.440,-0.110
'9:24.908',-0.440,-0.110
'9:24.911',-0.425,-0.110
'9:24.914',-0.420,-0.110
'9:24.917',-0.415,-0.125
'9:24.919',-0.420,-0.120
'9:24.922',-0.425,-0.115
'9:24.925',-0.420,-0.110
'9:24.928',-0.420,-0.100
'9:24.931',-0.410,-0.105
'9:24.933',-0.405,-0.110
'9:24.936',-0.415,-0.115
'9:24.939',-0.425,-0.110
'9:24.942',-0.410,-0.095
'9:24.944',-0.395,-0.095
'9:24.947',-0.380,-0.095
'9:24.950',-0.380,-0.095
'9:24.953',-0.375,-0.095
'9:24.956',-0.385,-0.100
'9:24.958',-0.380,-0.100
'9:24.961',-0.365,-0.085
'9:24.964',-0.345,-0.095
'9:24.967',-0.350,-0.100
'9:24.969',-0.360,-0.110
'9:24.972',-0.360,-0.100
'9:24.975',-0.340,-0.100
'9:24.978',-0.315,-0.090
'9:24.981',-0.300,-0.105
'9:24.983',-0.290,-0.115
'9:24.986',-0.290,-0.120
'9:24.989',-0.285,-0.120
'9:24.992',-0.280,-0.110
'9:24.994',-0.250,-0.110
'9:24.997',-0.230,-0.115
'9:25.000',-0.225,-0.120
'9:25.003',-0.225,-0.130
'9:25.006',-0.225,-0.130
'9:25.008',-0.210,-0.120
'9:25.011',-0.190,-0.110
'9:25.014',-0.170,-0.115
'9:25.017',-0.160,-0.115
'9:25.019',-0.145,-0.135
'9:25.022',-0.135,-0.140
'9:25.025',-0.115,-0.130
'9:25.028',-0.120,-0.115
'9:25.031',-0.095,-0.115
'9:25.033',-0.090,-0.130
'9:25.036',-0.095,-0.130
'9:25.039',-0.100,-0.130
'9:25.042',-0.090,-0.125
'9:25.044',-0.070,-0.125
'9:25.047',-0.070,-0.130
'9:25.050',-0.070,-0.135
'9:25.053',-0.090,-0.140
'9:25.056',-0.095,-0.130
'9:25.058',-0.085,-0.130
'9:25.061',-0.080,-0.120
'9:25.064',-0.095,-0.120
'9:25.067',-0.115,-0.145
'9:25.069',-0.120,-0.145
'9:25.072',-0.150,-0.155
'9:25.075',-0.160,-0.130
'9:25.078',-0.170,-0.130
'9:25.081',-0.165,-0.125
'9:25.083',-0.180,-0.120
'9:25.086',-0.205,-0.140
'9:25.089',-0.225,-0.130
'9:25.092',-0.235,-0.115
'9:25.094',-0.240,-0.110
'9:25.097',-0.255,-0.105
'9:25.100',-0.265,-0.115
'9:25.103',-0.270,-0.120
'9:25.106',-0.290,-0.120
'9:25.108',-0.275,-0.110
'9:25.111',-0.280,-0.095
'9:25.114',-0.265,-0.105
'9:25.117',-0.280,-0.115
'9:25.119',-0.275,-0.120
'9:25.122',-0.295,-0.135
'9:25.125',-0.290,-0.125
'9:25.128',-0.290,-0.115
'9:25.131',-0.285,-0.110
'9:25.133',-0.295,-0.110
'9:25.136',-0.295,-0.130
'9:25.139',-0.325,-0.130
'9:25.142',-0.310,-0.115
'9:25.144',-0.315,-0.115
'9:25.147',-0.310,-0.115
'9:25.150',-0.320,-0.120
'9:25.153',-0.330,-0.125
'9:25.156',-0.335,-0.130
'9:25.158',-0.335,-0.130
'9:25.161',-0.320,-0.115
'9:25.164',-0.310,-0.120
'9:25.167',-0.315,-0.130
'9:25.169',-0.310,-0.150
'9:25.172',-0.340,-0.130
'9:25.175',-0.340,-0.125
'9:25.178',-0.345,-0.100
'9:25.181',-0.330,-0.105
'9:25.183',-0.330,-0.105
'9:25.186',-0.325,-0.130
'9:25.189',-0.335,-0.130
'9:25.192',-0.325,-0.130
'9:25.194',-0.330,-0.120
'9:25.197',-0.320,-0.125
'9:25.200',-0.330,-0.125
'9:25.203',-0.330,-0.125
'9:25.206',-0.320,-0.135
'9:25.208',-0.325,-0.125
'9:25.211',-0.315,-0.115
'9:25.214',-0.310,-0.115
'9:25.217',-0.310,-0.120
'9:25.219',-0.310,-0.125
'9:25.222',-0.335,-0.125
'9:25.225',-0.310,-0.120
'9:25.228',-0.310,-0.100
'9:25.231',-0.285,-0.105
'9:25.233',-0.295,-0.115
'9:25.236',-0.295,-0.115
'9:25.239',-0.300,-0.120
'9:25.242',-0.290,-0.105
'9:25.244',-0.290,-0.095
'9:25.247',-0.275,-0.100
'9:25.250',-0.270,-0.105
'9:25.253',-0.290,-0.115
'9:25.256',-0.300,-0.115
'9:25.258',-0.290,-0.120
'9:25.261',-0.275,-0.120
'9:25.264',-0.275,-0.100
'9:25.267',-0.265,-0.115
'9:25.269',-0.270,-0.120
'9:25.272',-0.285,-0.130
'9:25.275',-0.275,-0.130
'9:25.278',-0.270,-0.135
'9:25.281',-0.265,-0.150
'9:25.283',-0.265,-0.135
'9:25.286',-0.265,-0.145
'9:25.289',-0.280,-0.145
'9:25.292',-0.275,-0.130
'9:25.294',-0.270,-0.135
'9:25.297',-0.270,-0.140
'9:25.300',-0.260,-0.145
'9:25.303',-0.265,-0.140
'9:25.306',-0.270,-0.145
'9:25.308',-0.275,-0.145
'9:25.311',-0.260,-0.135
'9:25.314',-0.250,-0.145
'9:25.317',-0.260,-0.135
'9:25.319',-0.265,-0.155
'9:25.322',-0.275,-0.150
'9:25.325',-0.270,-0.135
'9:25.328',-0.275,-0.120
'9:25.331',-0.260,-0.125
'9:25.333',-0.260,-0.125
'9:25.336',-0.260,-0.145
'9:25.339',-0.280,-0.145
'9:25.342',-0.270,-0.130
'9:25.344',-0.270,-0.125
'9:25.347',-0.255,-0.130
'9:25.350',-0.260,-0.130
'9:25.353',-0.265,-0.140
'9:25.356',-0.265,-0.150
'9:25.358',-0.270,-0.130
'9:25.361',-0.275,-0.120
'9:25.364',-0.255,-0.125
'9:25.367',-0.255,-0.125
'9:25.369',-0.275,-0.140
'9:25.372',-0.280,-0.135
'9:25.375',-0.270,-0.115
'9:25.378',-0.265,-0.115
'9:25.381',-0.255,-0.110
'9:25.383',-0.270,-0.120
'9:25.386',-0.265,-0.130
'9:25.389',-0.275,-0.135
'9:25.392',-0.265,-0.130
'9:25.394',-0.265,-0.110
'9:25.397',-0.255,-0.125
'9:25.400',-0.250,-0.125
'9:25.403',-0.270,-0.135
'9:25.406',-0.280,-0.135
'9:25.408',-0.285,-0.125
'9:25.411',-0.270,-0.125
'9:25.414',-0.260,-0.140
'9:25.417',-0.260,-0.150
'9:25.419',-0.270,-0.150
'9:25.422',-0.275,-0.155
'9:25.425',-0.280,-0.160
'9:25.428',-0.270,-0.135
'9:25.431',-0.265,-0.140
'9:25.433',-0.265,-0.155
'9:25.436',-0.270,-0.155
'9:25.439',-0.285,-0.155
'9:25.442',-0.285,-0.140
'9:25.444',-0.275,-0.145
