'Elapsed time','MLII','V1'
'21:07.672',-0.860,-0.365
'21:07.675',-0.950,-0.315
'21:07.678',-1.000,-0.285
'21:07.681',-1.020,-0.265
'21:07.683',-1.010,-0.225
'21:07.686',-1.005,-0.195
'21:07.689',-0.980,-0.170
'21:07.692',-0.975,-0.150
'21:07.694',-0.975,-0.125
'21:07.697',-0.975,-0.095
'21:07.700',-0.935,-0.055
'21:07.703',-0.880,-0.025
'21:07.706',-0.825,0.005
'21:07.708',-0.800,0.025
'21:07.711',-0.785,0.035
'21:07.714',-0.775,0.055
'21:07.717',-0.740,0.100
'21:07.719',-0.710,0.125
'21:07.722',-0.675,0.145
'21:07.725',-0.645,0.135
'21:07.728',-0.640,0.150
'21:07.731',-0.620,0.155
'21:07.733',-0.605,0.175
'21:07.736',-0.590,0.185
'21:07.739',-0.575,0.190
'21:07.742',-0.565,0.180
'21:07.744',-0.560,0.170
'21:07.747',-0.585,0.180
'21:07.750',-0.580,0.180
'21:07.753',-0.580,0.195
'21:07.756',-0.585,0.195
'21:07.758',-0.585,0.200
'21:07.761',-0.595,0.185
'21:07.764',-0.610,0.180
'21:07.767',-0.610,0.210
'21:07.769',-0.600,0.200
'21:07.772',-0.595,0.210
'21:07.775',-0.605,0.205
'21:07.778',-0.615,0.205
'21:07.781',-0.625,0.215
'21:07.783',-0.625,0.220
'21:07.786',-0.620,0.240
'21:07.789',-0.615,0.235
'21:07.792',-0.625,0.235
'21:07.794',-0.625,0.225
'21:07.797',-0.645,0.235
'21:07.800',-0.645,0.235
'21:07.803',-0.630,0.250
'21:07.806',-0.640,0.250
'21:07.808',-0.635,0.255
'21:07.811',-0.655,0.245
'21:07.814',-0.665,0.250
'21:07.817',-0.655,0.265
'21:07.819',-0.645,0.270
'21:07.822',-0.630,0.275
'21:07.825',-0.635,0.265
'21:07.828',-0.630,0.260
'21:07.831',-0.645,0.265
'21:07.833',-0.640,0.275
'21:07.836',-0.625,0.285
'21:07.839',-0.605,0.285
'21:07.842',-0.620,0.285
'21:07.844',-0.615,0.270
'21:07.847',-0.620,0.260
'21:07.850',-0.625,0.270
'21:07.853',-0.595,0.290
'21:07.856',-0.580,0.280
'21:07.858',-0.570,0.270
'21:07.861',-0.565,0.255
'21:07.864',-0.565,0.260
'21:07.867',-0.560,0.265
'21:07.869',-0.550,0.265
'21:07.872',-0.520,0.265
'21:07.875',-0.510,0.260
'21:07.878',-0.500,0.230
'21:07.881',-0.490,0.245
'21:07.883',-0.455,0.240
'21:07.886',-0.445,0.240
'21:07.889',-0.430,0.245
'21:07.892',-0.415,0.235
'21:07.894',-0.405,0.215
'21:07.897',-0.400,0.200
'21:07.900',-0.385,0.210
'21:07.903',-0.355,0.225
'21:07.906',-0.335,0.205
'21:07.908',-0.335,0.195
'21:07.911',-0.310,0.185
'21:07.914',-0.310,0.170
'21:07.917',-0.305,0.165
'21:07.919',-0.270,0.175
'21:07.922',-0.235,0.170
'21:07.925',-0.235,0.160
'21:07.928',-0.230,0.150
'21:07.931',-0.225,0.135
'21:07.933',-0.215,0.130
'21:07.936',-0.190,0.125
'21:07.939',-0.175,0.125
'21:07.942',-0.180,0.105
'21:07.944',-0.175,0.100
'21:07.947',-0.170,0.085
'21:07.950',-0.170,0.085
'21:07.953',-0.150,0.090
'21:07.956',-0.145,0.070
'21:07.958',-0.140,0.080
'21:07.961',-0.150,0.055
'21:07.964',-0.165,0.050
'21:07.967',-0.150,0.050
'21:07.969',-0.155,0.060
'21:07.972',-0.135,0.060
'21:07.975',-0.135,0.040
'21:07.978',-0.145,0.035
'21:07.981',-0.165,0.025
'21:07.983',-0.165,0.035
'21:07.986',-0.155,0.035
'21:07.989',-0.150,0.020
'21:07.992',-0.155,0.025
'21:07.994',-0.175,0.010
'21:07.997',-0.195,0.015
'21:08.000',-0.200,0.015
'21:08.003',-0.185,0.030
'21:08.006',-0.175,0.030
'21:08.008',-0.180,0.025
'21:08.011',-0.190,0.020
'21:08.014',-0.205,0.015
'21:08.017',-0.185,0.030
'21:08.019',-0.175,0.035
'21:08.022',-0.165,0.035
'21:08.025',-0.170,0.045
'21:08.028',-0.175,0.030
'21:08.031',-0.195,0.035
'21:08.033',-0.180,0.045
'21:08.036',-0.185,0.055
'21:08.039',-0.180,0.055
'21:08.042',-0.180,0.040
'21:08.044',-0.200,0.035
'21:08.047',-0.210,0.025
'21:08.050',-0.220,0.050
'21:08.053',-0.205,0.035
'21:08.056',-0.195,0.035
'21:08.058',-0.180,0.030
'21:08.061',-0.175,0.025
'21:08.064',-0.190,0.020
'21:08.067',-0.170,0.030
'21:08.069',-0.150,0.050
'21:08.072',-0.135,0.045
'21:08.075',-0.145,0.035
'21:08.078',-0.160,0.030
'21:08.081',-0.170,0.040
'21:08.083',-0.155,0.045
'21:08.086',-0.155,0.060
'21:08.089',-0.160,0.060
'21:08.092',-0.165,0.050
'21:08.094',-0.160,0.045
'21:08.097',-0.165,0.040
'21:08.100',-0.165,0.045
'21:08.103',-0.160,0.050
'21:08.106',-0.130,0.040
'21:08.108',-0.125,0.045
'21:08.111',-0.140,0.040
'21:08.114',-0.160,0.035
'21:08.117',-0.175,0.045
'21:08.119',-0.195,0.050
'21:08.122',-0.210,0.070
'21:08.125',-0.240,0.050
'21:08.128',-0.255,0.050
'21:08.131',-0.295,0.050
'21:08.133',-0.315,0.055
'21:08.136',-0.330,0.075
'21:08.139',-0.335,0.070
'21:08.142',-0.355,0.060
'21:08.144',-0.360,0.060
'21:08.147',-0.385,0.055
'21:08.150',-0.385,0.075
'21:08.153',-0.375,0.090
'21:08.156',-0.375,0.075
'21:08.158',-0.390,0.075
'21:08.161',-0.385,0.055
'21:08.164',-0.400,0.050
'21:08.167',-0.385,0.070
'21:08.169',-0.365,0.070
'21:08.172',-0.360,0.080
'21:08.175',-0.360,0.065
'21:08.178',-0.370,0.055
'21:08.181',-0.380,0.050
'21:08.183',-0.380,0.060
'21:08.186',-0.380,0.070
'21:08.189',-0.360,0.055
'21:08.192',-0.375,0.055
'21:08.194',-0.370,0.045
'21:08.197',-0.385,0.050
'21:08.200',-0.365,0.050
'21:08.203',-0.360,0.065
'21:08.206',-0.355,0.055
'21:08.208',-0.355,0.055
'21:08.211',-0.365,0.045
'21:08.214',-0.375,0.045
'21:08.217',-0.380,0.055
'21:08.219',-0.370,0.070
'21:08.222',-0.350,0.055
'21:08.225',-0.355,0.065
'21:08.228',-0.365,0.040
'21:08.231',-0.365,0.045
'21:08.233',-0.365,0.055
'21:08.236',-0.355,0.065
'21:08.239',-0.350,0.060
'21:08.242',-0.340,0.055
'21:08.244',-0.350,0.050
'21:08.247',-0.370,0.045
'21:08.250',-0.365,0.055
'21:08.253',-0.345,0.065
'21:08.256',-0.335,0.065
'21:08.258',-0.330,0.060
'21:08.261',-0.335,0.050
'21:08.264',-0.350,0.050
'21:08.267',-0.340,0.065
'21:08.269',-0.335,0.065
'21:08.272',-0.325,0.070
'21:08.275',-0.330,0.060
'21:08.278',-0.340,0.065
'21:08.281',-0.360,0.075
'21:08.283',-0.350,0.090
'21:08.286',-0.365,0.110
'21:08.289',-0.370,0.120
'21:08.292',-0.390,0.155
'21:08.294',-0.385,0.165
'21:08.297',-0.385,0.170
'21:08.300',-0.340,0.190
'21:08.303',-0.245,0.190
'21:08.306',-0.130,0.145
'21:08.308',0.025,0.090
'21:08.311',0.165,0.025
'21:08.314',0.280,-0.055
'21:08.317',0.380,-0.135
'21:08.319',0.460,-0.215
'21:08.322',0.545,-0.275
'21:08.325',0.640,-0.360
'21:08.328',0.765,-0.485
'21:08.331',0.870,-0.630
'21:08.333',1.010,-0.770
'21:08.336',1.145,-0.915
'21:08.339',1.265,-1.065
'21:08.342',1.330,-1.150
'21:08.344',1.350,-1.170
'21:08.347',1.340,-1.180
'21:08.350',1.315,-1.145
'21:08.353',1.285,-1.100
'21:08.356',1.210,-1.055
'21:08.358',1.045,-0.990
'21:08.361',0.845,-0.920
'21:08.364',0.660,-0.845
'21:08.367',0.485,-0.765
'21:08.369',0.355,-0.695
'21:08.372',0.220,-0.640
'21:08.375',0.075,-0.595
'21:08.378',-0.130,-0.550
'21:08.381',-0.325,-0.505
'21:08.383',-0.495,-0.440
'21:08.386',-0.605,-0.390
'21:08.389',-0.725,-0.340
'21:08.392',-0.825,-0.320
'21:08.394',-0.915,-0.290
'21:08.397',-0.990,-0.255
'21:08.400',-1.020,-0.215
'21:08.403',-1.035,-0.175
'21:08.406',-1.010,-0.155
'21:08.408',-1.005,-0.140
'21:08.411',-0.995,-0.125
'21:08.414',-0.985,-0.115
'21:08.417',-0.985,-0.070
'21:08.419',-0.970,-0.030
'21:08.422',-0.950,-0.015
'21:08.425',-0.910,0.020
'21:08.428',-0.885,0.035
'21:08.431',-0.860,0.055
'21:08.433',-0.815,0.090
'21:08.436',-0.775,0.120
'21:08.439',-0.755,0.135
'21:08.442',-0.750,0.145
'21:08.444',-0.725,0.160
'21:08.447',-0.720,0.170
'21:08.450',-0.685,0.195
'21:08.453',-0.660,0.210
'21:08.456',-0.635,0.215
'21:08.458',-0.620,0.225
'21:08.461',-0.615,0.235
'21:08.464',-0.625,0.220
'21:08.467',-0.610,0.230
'21:08.469',-0.600,0.240
'21:08.472',-0.605,0.245
'21:08.475',-0.600,0.240
'21:08.478',-0.605,0.220
'21:08.481',-0.620,0.235
'21:08.483',-0.625,0.240
'21:08.486',-0.620,0.255
'21:08.489',-0.615,0.250
'21:08.492',-0.615,0.255
'21:08.494',-0.630,0.245
'21:08.497',-0.630,0.240
'21:08.500',-0.635,0.265
'21:08.503',-0.630,0.270
'21:08.506',-0.620,0.265
'21:08.508',-0.630,0.265
'21:08.511',-0.635,0.255
'21:08.514',-0.660,0.265
'21:08.517',-0.655,0.265
'21:08.519',-0.650,0.275
'21:08.522',-0.650,0.275
'21:08.525',-0.655,0.280
'21:08.528',-0.670,0.270
'21:08.531',-0.695,0.290
'21:08.533',-0.685,0.290
'21:08.536',-0.680,0.305
'21:08.539',-0.670,0.300
'21:08.542',-0.675,0.290
'21:08.544',-0.675,0.285
'21:08.547',-0.690,0.290
'21:08.550',-0.685,0.300
'21:08.553',-0.670,0.315
'21:08.556',-0.655,0.315
'21:08.558',-0.650,0.320
'21:08.561',-0.665,0.315
'21:08.564',-0.670,0.310
'21:08.567',-0.660,0.315
'21:08.569',-0.655,0.325
'21:08.572',-0.640,0.310
'21:08.575',-0.640,0.315
'21:08.578',-0.630,0.310
'21:08.581',-0.630,0.300
'21:08.583',-0.620,0.310
'21:08.586',-0.605,0.310
'21:08.589',-0.585,0.315
'21:08.592',-0.570,0.305
'21:08.594',-0.565,0.290
'21:08.597',-0.565,0.295
'21:08.600',-0.555,0.290
'21:08.603',-0.535,0.310
'21:08.606',-0.520,0.295
'21:08.608',-0.495,0.290
'21:08.611',-0.490,0.275
'21:08.614',-0.495,0.265
'21:08.617',-0.470,0.270
'21:08.619',-0.455,0.270
'21:08.622',-0.435,0.260
'21:08.625',-0.420,0.260
'21:08.628',-0.420,0.245
'21:08.631',-0.420,0.235
'21:08.633',-0.405,0.245
'21:08.636',-0.385,0.245
'21:08.639',-0.360,0.235
'21:08.642',-0.345,0.220
'21:08.644',-0.330,0.215
'21:08.647',-0.330,0.215
'21:08.650',-0.310,0.215
'21:08.653',-0.285,0.215
'21:08.656',-0.270,0.215
'21:08.658',-0.260,0.205
'21:08.661',-0.250,0.175
'21:08.664',-0.260,0.175
'21:08.667',-0.245,0.170
'21:08.669',-0.220,0.170
'21:08.672',-0.200,0.155
'21:08.675',-0.185,0.140
'21:08.678',-0.195,0.130
'21:08.681',-0.205,0.125
'21:08.683',-0.185,0.125
'21:08.686',-0.165,0.120
'21:08.689',-0.145,0.125
'21:08.692',-0.145,0.110
'21:08.694',-0.140,0.085
'21:08.697',-0.155,0.085
'21:08.700',-0.145,0.075
'21:08.703',-0.145,0.090
'21:08.706',-0.140,0.085
'21:08.708',-0.145,0.070
'21:08.711',-0.160,0.055
'21:08.714',-0.170,0.040
'21:08.717',-0.165,0.065
'21:08.719',-0.155,0.065
'21:08.722',-0.165,0.070
'21:08.725',-0.170,0.055
'21:08.728',-0.180,0.045
'21:08.731',-0.200,0.035
'21:08.733',-0.205,0.055
'21:08.736',-0.195,0.060
'21:08.739',-0.190,0.050
'21:08.742',-0.200,0.050
'21:08.744',-0.215,0.045
'21:08.747',-0.225,0.035
'21:08.750',-0.215,0.055
'21:08.753',-0.205,0.065
'21:08.756',-0.190,0.065
'21:08.758',-0.185,0.060
'21:08.761',-0.185,0.060
'21:08.764',-0.200,0.070
'21:08.767',-0.185,0.070
'21:08.769',-0.180,0.080
'21:08.772',-0.175,0.070
'21:08.775',-0.170,0.065
'21:08.778',-0.180,0.055
'21:08.781',-0.195,0.070
'21:08.783',-0.210,0.055
'21:08.786',-0.210,0.075
'21:08.789',-0.200,0.060
'21:08.792',-0.190,0.045
'21:08.794',-0.185,0.035
'21:08.797',-0.175,0.035
'21:08.800',-0.165,0.045
'21:08.803',-0.140,0.065
'21:08.806',-0.130,0.060
'21:08.808',-0.145,0.055
'21:08.811',-0.145,0.040
'21:08.814',-0.165,0.050
'21:08.817',-0.150,0.055
'21:08.819',-0.140,0.065
'21:08.822',-0.135,0.065
'21:08.825',-0.150,0.070
'21:08.828',-0.165,0.080
'21:08.831',-0.170,0.070
'21:08.833',-0.165,0.060
'21:08.836',-0.150,0.070
'21:08.839',-0.145,0.075
'21:08.842',-0.130,0.070
'21:08.844',-0.135,0.055
'21:08.847',-0.160,0.070
'21:08.850',-0.165,0.070
'21:08.853',-0.180,0.090
'21:08.856',-0.195,0.065
'21:08.858',-0.230,0.075
'21:08.861',-0.260,0.060
'21:08.864',-0.300,0.060
'21:08.867',-0.305,0.085
'21:08.869',-0.330,0.090
'21:08.872',-0.340,0.095
'21:08.875',-0.345,0.085
'21:08.878',-0.360,0.080
'21:08.881',-0.360,0.075
'21:08.883',-0.370,0.085
'21:08.886',-0.370,0.100
'21:08.889',-0.365,0.085
'21:08.892',-0.360,0.080
'21:08.894',-0.370,0.080
'21:08.897',-0.375,0.070
'21:08.900',-0.375,0.085
'21:08.903',-0.370,0.090
'21:08.906',-0.365,0.090
'21:08.908',-0.365,0.090
'21:08.911',-0.370,0.085
'21:08.914',-0.385,0.075
'21:08.917',-0.370,0.080
'21:08.919',-0.360,0.090
'21:08.922',-0.350,0.095
'21:08.925',-0.355,0.080
'21:08.928',-0.355,0.080
'21:08.931',-0.375,0.075
'21:08.933',-0.375,0.080
'21:08.936',-0.355,0.085
'21:08.939',-0.350,0.085
'21:08.942',-0.350,0.070
'21:08.944',-0.345,0.070
'21:08.947',-0.360,0.065
'21:08.950',-0.360,0.075
'21:08.953',-0.340,0.090
'21:08.956',-0.345,0.075
'21:08.958',-0.330,0.080
'21:08.961',-0.345,0.070
'21:08.964',-0.345,0.065
'21:08.967',-0.340,0.075
'21:08.969',-0.340,0.095
'21:08.972',-0.325,0.085
'21:08.975',-0.320,0.080
'21:08.978',-0.320,0.070
'21:08.981',-0.320,0.070
'21:08.983',-0.320,0.080
'21:08.986',-0.315,0.085
'21:08.989',-0.315,0.090
'21:08.992',-0.315,0.075
'21:08.994',-0.310,0.070
'21:08.997',-0.310,0.070
'21:09.000',-0.320,0.085
'21:09.003',-0.310,0.100
'21:09.006',-0.305,0.100
'21:09.008',-0.310,0.110
'21:09.011',-0.330,0.105
'21:09.014',-0.365,0.120
'21:09.017',-0.380,0.150
'21:09.019',-0.385,0.180
'21:09.022',-0.380,0.200
'21:09.025',-0.365,0.215
'21:09.028',-0.340,0.195
'21:09.031',-0.245,0.180
'21:09.033',-0.105,0.140
'21:09.036',0.030,0.095
'21:09.039',0.180,0.025
'21:09.042',0.290,-0.075
'21:09.044',0.350,-0.170
'21:09.047',0.425,-0.250
'21:09.050',0.545,-0.320
'21:09.053',0.680,-0.425
'21:09.056',0.820,-0.570
'21:09.058',0.945,-0.740
'21:09.061',1.055,-0.910
'21:09.064',1.165,-1.035
'21:09.067',1.245,-1.100
'21:09.069',1.305,-1.125
'21:09.072',1.320,-1.120
'21:09.075',1.310,-1.130
'21:09.078',1.320,-1.115
'21:09.081',1.280,-1.085
'21:09.083',1.200,-1.020
'21:09.086',1.080,-0.950
'21:09.089',0.930,-0.895
'21:09.092',0.785,-0.820
'21:09.094',0.645,-0.760
'21:09.097',0.505,-0.705
'21:09.100',0.380,-0.650
'21:09.103',0.260,-0.585
'21:09.106',0.120,-0.535
'21:09.108',-0.065,-0.490
'21:09.111',-0.275,-0.445
'21:09.114',-0.430,-0.400
'21:09.117',-0.565,-0.350
'21:09.119',-0.665,-0.305
'21:09.122',-0.775,-0.280
'21:09.125',-0.860,-0.230
'21:09.128',-0.920,-0.220
'21:09.131',-0.965,-0.180
'21:09.133',-0.960,-0.145
'21:09.136',-0.955,-0.115
'21:09.139',-0.950,-0.105
'21:09.142',-0.925,-0.070
'21:09.144',-0.940,-0.070
'21:09.147',-0.940,-0.030
'21:09.150',-0.920,-0.005
'21:09.153',-0.890,0.035
'21:09.156',-0.835,0.065
'21:09.158',-0.800,0.090
'21:09.161',-0.780,0.105
'21:09.164',-0.750,0.120
'21:09.167',-0.735,0.150
'21:09.169',-0.710,0.180
'21:09.172',-0.685,0.190
'21:09.175',-0.665,0.210
'21:09.178',-0.640,0.225
'21:09.181',-0.630,0.235
'21:09.183',-0.605,0.250
'21:09.186',-0.590,0.255
'21:09.189',-0.570,0.270
'21:09.192',-0.560,0.280
'21:09.194',-0.570,0.255
'21:09.197',-0.565,0.255
'21:09.200',-0.570,0.270
'21:09.203',-0.550,0.280
'21:09.206',-0.545,0.275
'21:09.208',-0.560,0.270
'21:09.211',-0.570,0.270
'21:09.214',-0.575,0.260
'21:09.217',-0.575,0.275
'21:09.219',-0.580,0.285
'21:09.222',-0.570,0.295
'21:09.225',-0.580,0.280
'21:09.228',-0.590,0.280
'21:09.231',-0.595,0.275
'21:09.233',-0.595,0.290
'21:09.236',-0.590,0.305
'21:09.239',-0.585,0.305
'21:09.242',-0.590,0.305
'21:09.244',-0.605,0.305
'21:09.247',-0.610,0.310
'21:09.250',-0.620,0.310
'21:09.253',-0.615,0.325
'21:09.256',-0.605,0.320
'21:09.258',-0.610,0.320
'21:09.261',-0.610,0.310
'21:09.264',-0.620,0.325
'21:09.267',-0.620,0.330
'21:09.269',-0.610,0.345
'21:09.272',-0.605,0.360
'21:09.275',-0.605,0.335
'21:09.278',-0.605,0.340
'21:09.281',-0.625,0.345
'21:09.283',-0.620,0.340
'21:09.286',-0.610,0.355
'21:09.289',-0.605,0.350
'21:09.292',-0.595,0.355
'21:09.294',-0.605,0.335
'21:09.297',-0.615,0.350
'21:09.300',-0.605,0.355
'21:09.303',-0.595,0.375
'21:09.306',-0.590,0.360
'21:09.308',-0.575,0.375
'21:09.311',-0.585,0.350
'21:09.314',-0.585,0.355
'21:09.317',-0.570,0.355
'21:09.319',-0.560,0.365
'21:09.322',-0.550,0.355
'21:09.325',-0.530,0.360
'21:09.328',-0.525,0.340
'21:09.331',-0.525,0.335
'21:09.333',-0.500,0.330
'21:09.336',-0.490,0.350
'21:09.339',-0.470,0.335
'21:09.342',-0.465,0.335
'21:09.344',-0.455,0.330
'21:09.347',-0.455,0.320
'21:09.350',-0.430,0.325
'21:09.353',-0.410,0.320
'21:09.356',-0.380,0.310
'21:09.358',-0.365,0.305
'21:09.361',-0.360,0.280
'21:09.364',-0.355,0.290
'21:09.367',-0.340,0.295
'21:09.369',-0.310,0.295
'21:09.372',-0.285,0.280
'21:09.375',-0.280,0.280
'21:09.378',-0.265,0.260
'21:09.381',-0.265,0.240
'21:09.383',-0.245,0.255
'21:09.386',-0.235,0.255
'21:09.389',-0.215,0.245
'21:09.392',-0.195,0.230
'21:09.394',-0.190,0.215
'21:09.397',-0.200,0.215
'21:09.400',-0.180,0.215
'21:09.403',-0.160,0.210
'21:09.406',-0.145,0.200
'21:09.408',-0.135,0.200
'21:09.411',-0.125,0.180
'21:09.414',-0.140,0.165
'21:09.417',-0.125,0.160
'21:09.419',-0.095,0.165
'21:09.422',-0.095,0.150
'21:09.425',-0.095,0.150
'21:09.428',-0.095,0.125
'21:09.431',-0.095,0.120
'21:09.433',-0.100,0.135
'21:09.436',-0.100,0.130
'21:09.439',-0.090,0.110
'21:09.442',-0.075,0.115
'21:09.444',-0.085,0.095
'21:09.447',-0.100,0.085
'21:09.450',-0.095,0.100
'21:09.453',-0.095,0.110
'21:09.456',-0.095,0.095
'21:09.458',-0.110,0.085
'21:09.461',-0.115,0.075
'21:09.464',-0.130,0.075
'21:09.467',-0.120,0.085
'21:09.469',-0.120,0.095
'21:09.472',-0.110,0.095
'21:09.475',-0.110,0.095
'21:09.478',-0.115,0.080
'21:09.481',-0.130,0.085
'21:09.483',-0.125,0.090
'21:09.486',-0.110,0.105
'21:09.489',-0.090,0.115
'21:09.492',-0.080,0.115
'21:09.494',-0.090,0.115
'21:09.497',-0.105,0.115
'21:09.500',-0.105,0.115
'21:09.503',-0.110,0.130
'21:09.506',-0.095,0.120
'21:09.508',-0.110,0.125
'21:09.511',-0.125,0.100
'21:09.514',-0.135,0.110
'21:09.517',-0.120,0.100
'21:09.519',-0.110,0.095
'21:09.522',-0.090,0.100
'21:09.525',-0.080,0.105
'21:09.528',-0.075,0.100
'21:09.531',-0.085,0.100
'21:09.533',-0.075,0.105
'21:09.536',-0.080,0.120
'21:09.539',-0.065,0.110
'21:09.542',-0.065,0.120
'21:09.544',-0.080,0.110
'21:09.547',-0.110,0.105
'21:09.550',-0.110,0.125
'21:09.553',-0.105,0.145
'21:09.556',-0.085,0.135
'21:09.558',-0.090,0.130
'21:09.561',-0.090,0.115
'21:09.564',-0.110,0.100
'21:09.567',-0.090,0.105
'21:09.569',-0.080,0.125
'21:09.572',-0.065,0.140
'21:09.575',-0.075,0.135
'21:09.578',-0.105,0.125
'21:09.581',-0.150,0.130
'21:09.583',-0.170,0.135
'21:09.586',-0.190,0.160
'21:09.589',-0.210,0.140
'21:09.592',-0.240,0.140
'21:09.594',-0.250,0.125
'21:09.597',-0.295,0.135
'21:09.600',-0.310,0.140
'21:09.603',-0.310,0.150
'21:09.606',-0.320,0.150
'21:09.608',-0.310,0.160
'21:09.611',-0.325,0.145
'21:09.614',-0.330,0.145
'21:09.617',-0.340,0.155
'21:09.619',-0.335,0.155
'21:09.622',-0.335,0.155
'21:09.625',-0.330,0.155
'21:09.628',-0.340,0.145
'21:09.631',-0.340,0.135
'21:09.633',-0.345,0.150
'21:09.636',-0.330,0.165
'21:09.639',-0.330,0.165
'21:09.642',-0.330,0.155
'21:09.644',-0.335,0.140
'21:09.647',-0.340,0.145
'21:09.650',-0.335,0.150
'21:09.653',-0.320,0.160
'21:09.656',-0.315,0.155
'21:09.658',-0.300,0.155
'21:09.661',-0.320,0.145
'21:09.664',-0.325,0.125
'21:09.667',-0.320,0.155
'21:09.669',-0.305,0.160
'21:09.672',-0.300,0.165
'21:09.675',-0.300,0.150
'21:09.678',-0.310,0.155
'21:09.681',-0.315,0.145
'21:09.683',-0.310,0.155
'21:09.686',-0.305,0.155
'21:09.689',-0.300,0.160
'21:09.692',-0.305,0.155
'21:09.694',-0.310,0.155
'21:09.697',-0.315,0.150
'21:09.700',-0.320,0.155
'21:09.703',-0.305,0.170
'21:09.706',-0.305,0.160
'21:09.708',-0.295,0.160
'21:09.711',-0.295,0.165
'21:09.714',-0.300,0.140
'21:09.717',-0.305,0.165
'21:09.719',-0.285,0.170
'21:09.722',-0.285,0.170
'21:09.725',-0.285,0.165
'21:09.728',-0.285,0.150
'21:09.731',-0.295,0.155
'21:09.733',-0.290,0.170
'21:09.736',-0.285,0.175
'21:09.739',-0.275,0.180
'21:09.742',-0.280,0.180
'21:09.744',-0.300,0.185
'21:09.747',-0.325,0.195
'21:09.750',-0.330,0.215
'21:09.753',-0.350,0.255
'21:09.756',-0.340,0.275
'21:09.758',-0.350,0.290
'21:09.761',-0.325,0.280
'21:09.764',-0.280,0.275
'21:09.767',-0.170,0.255
'21:09.769',-0.035,0.210
'21:09.772',0.090,0.165
'21:09.775',0.200,0.090
'21:09.778',0.305,0.010
'21:09.781',0.370,-0.095
'21:09.783',0.445,-0.145
'21:09.786',0.550,-0.210
'21:09.789',0.690,-0.315
'21:09.792',0.810,-0.470
'21:09.794',0.945,-0.640
'21:09.797',1.070,-0.820
'21:09.800',1.200,-0.955
'21:09.803',1.295,-1.025
'21:09.806',1.365,-1.060
'21:09.808',1.405,-1.075
'21:09.811',1.395,-1.085
'21:09.814',1.375,-1.070
'21:09.817',1.355,-1.020
'21:09.819',1.285,-0.945
'21:09.822',1.150,-0.890
'21:09.825',0.965,-0.820
'21:09.828',0.790,-0.765
'21:09.831',0.635,-0.690
'21:09.833',0.500,-0.615
'21:09.836',0.360,-0.535
'21:09.839',0.200,-0.485
'21:09.842',0.020,-0.435
'21:09.844',-0.185,-0.385
'21:09.847',-0.375,-0.340
'21:09.850',-0.510,-0.270
'21:09.853',-0.635,-0.230
'21:09.856',-0.730,-0.200
'21:09.858',-0.825,-0.160
'21:09.861',-0.890,-0.135
'21:09.864',-0.945,-0.095
'21:09.867',-0.955,-0.065
'21:09.869',-0.935,-0.030
'21:09.872',-0.935,-0.005
'21:09.875',-0.915,0.015
'21:09.878',-0.910,0.030
'21:09.881',-0.915,0.060
'21:09.883',-0.920,0.100
'21:09.886',-0.885,0.135
'21:09.889',-0.845,0.160
'21:09.892',-0.805,0.180
'21:09.894',-0.780,0.205
'21:09.897',-0.760,0.230
'21:09.900',-0.725,0.265
'21:09.903',-0.705,0.290
'21:09.906',-0.675,0.305
'21:09.908',-0.665,0.335
'21:09.911',-0.640,0.330
'21:09.914',-0.630,0.345
'21:09.917',-0.605,0.365
'21:09.919',-0.580,0.385
'21:09.922',-0.570,0.395
'21:09.925',-0.560,0.405
'21:09.928',-0.555,0.400
'21:09.931',-0.560,0.400
'21:09.933',-0.560,0.415
'21:09.936',-0.550,0.415
'21:09.939',-0.540,0.415
'21:09.942',-0.545,0.410
'21:09.944',-0.560,0.405
'21:09.947',-0.555,0.405
'21:09.950',-0.560,0.425
'21:09.953',-0.550,0.430
'21:09.956',-0.545,0.435
'21:09.958',-0.550,0.440
'21:09.961',-0.570,0.430
'21:09.964',-0.590,0.420
'21:09.967',-0.580,0.450
'21:09.969',-0.570,0.445
'21:09.972',-0.570,0.450
'21:09.975',-0.565,0.450
'21:09.978',-0.575,0.455
'21:09.981',-0.600,0.450
'21:09.983',-0.595,0.465
'21:09.986',-0.600,0.470
'21:09.989',-0.595,0.470
'21:09.992',-0.615,0.485
'21:09.994',-0.605,0.480
'21:09.997',-0.615,0.465
'21:10.000',-0.615,0.485
'21:10.003',-0.615,0.500
'21:10.006',-0.610,0.495
'21:10.008',-0.600,0.495
'21:10.011',-0.605,0.495
'21:10.014',-0.615,0.495
'21:10.017',-0.620,0.505
'21:10.019',-0.620,0.515
'21:10.022',-0.615,0.505
'21:10.025',-0.595,0.510
'21:10.028',-0.605,0.510
'21:10.031',-0.620,0.515
'21:10.033',-0.605,0.515
'21:10.036',-0.600,0.525
'21:10.039',-0.585,0.525
'21:10.042',-0.570,0.525
'21:10.044',-0.580,0.525
'21:10.047',-0.585,0.505
'21:10.050',-0.570,0.520
'21:10.053',-0.555,0.530
'21:10.056',-0.540,0.520
'21:10.058',-0.520,0.515
'21:10.061',-0.535,0.515
'21:10.064',-0.510,0.495
'21:10.067',-0.515,0.520
'21:10.069',-0.485,0.520
'21:10.072',-0.455,0.515
'21:10.075',-0.450,0.510
'21:10.078',-0.450,0.500
'21:10.081',-0.440,0.480
'21:10.083',-0.425,0.485
'21:10.086',-0.405,0.495
